Date,point,lo,hi
2026-01-01,1.176765766520284,1.1302278247736737,1.2252199414143528
2026-02-01,1.1772957854081787,1.0838075647791354,1.278848211972309
2026-03-01,1.1778260430181955,1.0392938589241505,1.3348238091659368
2026-04-01,1.1783565394578563,0.9966084019883801,1.393249476236388
