STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,ADJUSTMENT,Adjustment,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2010-Q2,,86.923663555,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2010-Q3,,87.357652143,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2010-Q4,,87.996852595,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2011-Q1,,88.053527996,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2011-Q2,,88.753491768,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2011-Q3,,88.301965112,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2011-Q4,,88.550884315,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012-Q1,,88.924058418,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012-Q2,,89.134767922,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012-Q3,,89.885982255,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012-Q4,,89.949543833,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013-Q1,,90.283890754,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013-Q2,,90.91661945,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013-Q3,,91.54855073,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013-Q4,,91.757493139,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2014-Q1,,92.363884681,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2014-Q2,,93.186849664,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2014-Q3,,93.747626191,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2014-Q4,,94.254097445,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015-Q1,,94.076959851,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015-Q2,,94.229056381,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015-Q3,,94.886809504,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015-Q4,,95.58479456,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q1,,96.069003048,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q2,,96.512905307,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q3,,96.920194869,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016-Q4,,96.676135511,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q1,,96.742020367,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q2,,97.515618319,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q3,,98.287164802,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017-Q4,,99.274378415,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q1,,100.540352618,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q2,,101.616232127,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q3,,101.249778872,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018-Q4,,101.561389293,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q1,,101.659501021,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q2,,102.325701151,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q3,,102.636625166,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019-Q4,,102.841795095,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q1,,101.682135014,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q2,,95.193588739,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q3,,100.990550667,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020-Q4,,101.914386546,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q1,,102.64778649,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q2,,105.466445351,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_INDICES(1.1),Quarterly GDP and components - expenditure approach -  volume and price indices,I,Q,Quarterly,Y,Calendar and seasonally adjusted,CHE,Switzerland,S1,Total economy,S1,Total economy,B1GQ,Gross domestic product,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,IX,Index,LR,Chain linked volume (rebased),N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021-Q3,,107.749316731,,2020,,,,F,Free (free for publication),1,One,A,Normal value,0,Units,_Z,Not applicable
