FkIdSkRok,FkIdSkola,Skore,VyznanSkore,Mat,PH,T5,T9,T5_mat,T5_SJ,Mat_mat,Mat_VJ,Mat_CJ,Pedag,Rozpocet
19,1874,5.48862609863281,0.5,,,,6.13282928466797,,,6.95395126342773,5.31170692443848,,3.33822402954102,5.52048492431641
19,1875,,,,,,,,,,,,6.09043617248535,4.21239471435547
19,1876,4.81902770996094,0.5,,,,6.02378463745117,,,4.58854179382324,7.45902709960937,,5.70768432617187,4.77855072021484
19,1877,3.76330413818359,1,,,,4.70413017272949,,,4.86865463256836,4.53960571289062,,1.29980487823486,6.62662658691406
19,1878,5.93601608276367,1,,,,7.42002029418945,,,7.37426528930664,7.46577529907227,,4.25142478942871,8.36412506103516
19,1879,6.12349014282227,1,,,,7.65436248779297,,,8.46728134155273,6.8414436340332,,3.24410018920898,6.89147567749023
19,1880,6.15977668762207,1,,,,7.69972076416016,,,7.71911315917969,7.68032836914062,,2.83399639129639,5.33320999145508
19,1881,5.22999954223633,1,,,,6.53749923706055,,,6.74653930664063,6.32845878601074,,3.61031723022461,7.08536071777344
19,1882,,,,,,,,,,,,3.60564651489258,5.70740547180176
19,1883,5.78671379089355,1,,,,6.92845764160156,,,7.36387634277344,6.49303894042969,,2.71541938781738,7.73718872070313
19,1887,4.01476402282715,1,4.38500099182129,5.2114372253418,,,,,7.16829223632813,4.4468921661377,3.72417411804199,2.46342735290527,5.06168632507324
19,1888,7.36037979125977,1,,,,8.49072875976563,,,8.44132766723633,8.54013061523438,,3.53659629821777,6.98437957763672
19,1889,5.28937873840332,1,,,,6.61172332763672,,,7.09323196411133,6.13021469116211,,3.35381126403809,6.93002319335938
19,1890,5.74124145507812,1,4.93787002563477,7.55080718994141,,,,,4.5174388885498,4.77559623718262,5.21154479980469,2.37396926879883,5.00160942077637
19,1891,,,,,,,,,,,,6.446484375,
19,1892,6.26770477294922,1,5.98864898681641,7.78335723876953,,,,,5.53265495300293,7.10329437255859,4.98052597045898,1.17446165084839,7.63506774902344
19,1893,,,,,,,,,,,,7.16588897705078,
19,1894,,,,,,,,,,,,,
19,1896,8.48102493286133,1,9.5433837890625,10,,,,,8.57433319091797,9.69580383300781,9.52371063232422,2.8630407333374,5.8240421295166
19,1899,5.68038940429688,1,,,,7.10048675537109,,,7.33117446899414,6.86979827880859,,3.89880752563477,6.25798149108887
19,1901,5.60351142883301,1,,,,7.00438919067383,,,6.58229293823242,7.42648544311523,,1.46409740447998,6.71529693603516
19,1902,6.01715660095215,0.5,,,,6.77529907226562,,,6.63936996459961,6.91122741699219,,3.60242195129395,6.69089965820312
19,1903,6.74257507324219,1,,,,8.42821884155273,,,9.47537612915039,7.38106155395508,,1.70263442993164,6.60268859863281
19,1904,5.28528022766113,1,,,,5.96606521606445,,,6.64879379272461,5.28333625793457,,2.88866233825684,6.7832275390625
19,1905,,,,,,,,,,,,3.8161994934082,6.64466857910156
19,1906,6.30243911743164,1,,,,7.87804870605469,,,7.77639999389648,7.97969665527344,,2.93015079498291,6.91162872314453
19,1907,4.21530685424805,1,,,,5.26913375854492,,,5.42664489746094,5.11162261962891,,2.22401218414307,7.01031646728516
19,1908,6.06971015930176,1,,,,7.1427734375,,,6.79348907470703,7.49205780029297,,3.14468975067139,6.96735763549805
19,1909,3.91562576293945,1,,,,4.89453239440918,,,5.1406681060791,4.64839668273926,,3.59410934448242,7.45244903564453
19,1910,,,,,,,,,,,,,
19,1911,,,,,,,,,,,,,
19,1912,,,,,,,,,,,,3.10856914520264,5.3151008605957
19,1913,7.26415100097656,1,,,,8.2125358581543,,,8.64593200683594,7.77913970947266,,2.07806854248047,6.7649787902832
19,1914,6.39910888671875,1,,,,7.99888610839844,,,8.82851104736328,7.16926116943359,,2.75767059326172,6.44958801269531
