FkIdObec,FkIdPodtypSkoly,FkIdTypZriadovatela,FkIdSkRok,PocetSkol,PocetZiakov,PocetTried,PocetUcitelov
7,12,1,21,0,0,0,0
7,12,1,20,0,0,0,0
7,12,1,19,0,0,0,0
7,12,1,18,0,0,0,0
7,12,1,17,0,0,0,0
7,12,1,16,0,0,0,0
7,12,1,15,0,0,0,0
7,12,1,14,0,0,0,0
7,12,1,13,0,0,0,0
7,12,1,12,0,0,0,0
7,12,1,11,0,0,0,0
7,12,1,10,0,0,0,0
7,12,1,9,0,0,0,0
7,12,1,8,0,0,0,0
7,12,1,7,0,0,0,0
7,12,1,6,0,0,0,0
7,12,1,5,0,0,0,0
7,12,1,4,0,0,0,0
7,12,1,3,0,0,0,0
7,12,1,2,0,0,0,0
7,12,1,1,0,0,0,0
8,12,1,28,0,0,0,0
8,12,1,27,0,0,0,0
8,12,1,26,0,0,0,0
8,12,1,25,0,0,0,0
8,12,1,24,0,0,0,0
8,12,1,23,0,0,0,0
8,12,1,22,0,0,0,0
8,12,1,21,0,0,0,0
8,12,1,20,0,0,0,0
8,12,1,19,0,0,0,0
8,12,1,18,0,0,0,0
8,12,1,17,0,0,0,0
8,12,1,16,0,0,0,0
8,12,1,15,0,0,0,0
8,12,1,14,0,0,0,0
8,12,1,13,0,0,0,0
8,12,1,12,0,0,0,0
8,12,1,11,0,0,0,0
8,12,1,10,0,0,0,0
8,12,1,9,0,0,0,0
8,12,1,8,0,0,0,0
8,12,1,7,0,0,0,0
8,12,1,6,0,0,0,0
8,12,1,5,0,0,0,0
8,12,1,4,0,0,0,0
8,12,1,3,0,0,0,0
8,12,1,2,0,0,0,0
8,12,1,1,0,0,0,0
9,12,1,28,0,0,0,0
9,12,1,27,0,0,0,0
9,12,1,26,0,0,0,0
9,12,1,25,0,0,0,0
9,12,1,24,0,0,0,0
9,12,1,23,0,0,0,0
9,12,1,22,0,0,0,0
9,12,1,21,0,0,0,0
9,12,1,20,0,0,0,0
9,12,1,19,0,0,0,0
9,12,1,18,0,0,0,0
9,12,1,17,0,0,0,0
9,12,1,16,0,0,0,0
9,12,1,15,0,0,0,0
9,12,1,14,0,0,0,0
9,12,1,13,0,0,0,0
9,12,1,12,0,0,0,0
9,12,1,11,0,0,0,0
9,12,1,10,0,0,0,0
9,12,1,9,0,0,0,0
9,12,1,8,0,0,0,0
9,12,1,7,0,0,0,0
9,12,1,6,0,0,0,0
9,12,1,5,0,0,0,0
9,12,1,4,0,0,0,0
9,12,1,3,0,0,0,0
9,12,1,2,0,0,0,0
9,12,1,1,0,0,0,0
10,12,1,28,1,86,8,14
10,12,1,27,1,85,7,12
10,12,1,26,1,86,7,13
10,12,1,25,1,90,7,12
10,12,1,24,1,96,7,12
10,12,1,23,1,94,7,13
10,12,1,22,1,100,8,12
10,12,1,21,1,97,8,12
10,12,1,20,1,102,8,12
10,12,1,19,1,105,8,12
10,12,1,18,1,103,8,11
10,12,1,17,1,108,8,11
10,12,1,16,1,106,8,11
10,12,1,15,1,112,8,13
10,12,1,14,1,112,8,12
10,12,1,13,1,103,8,11
10,12,1,12,1,100,8,10
10,12,1,11,1,94,8,10
10,12,1,10,1,88,8,9
10,12,1,9,1,91,8,9
10,12,1,8,1,78,8,9
10,12,1,7,1,86,9,11
10,12,1,6,1,90,9,9
10,12,1,5,1,94,8,10
10,12,1,4,1,96,9,12
10,12,1,3,1,91,8,9
10,12,1,2,1,93,8,9
10,12,1,1,1,101,8,11
11,12,1,28,0,0,0,0
11,12,1,27,0,0,0,0
11,12,1,26,0,0,0,0
11,12,1,25,0,0,0,0
11,12,1,24,0,0,0,0
11,12,1,23,0,0,0,0
11,12,1,22,0,0,0,0
11,12,1,21,0,0,0,0
11,12,1,20,0,0,0,0
11,12,1,19,0,0,0,0
11,12,1,18,0,0,0,0
11,12,1,17,0,0,0,0
11,12,1,16,0,0,0,0
11,12,1,15,0,0,0,0
11,12,1,14,0,0,0,0
11,12,1,13,0,0,0,0
11,12,1,12,0,0,0,0
11,12,1,11,0,0,0,0
11,12,1,10,0,0,0,0
11,12,1,9,0,0,0,0
11,12,1,8,0,0,0,0
11,12,1,7,0,0,0,0
11,12,1,6,0,0,0,0
11,12,1,5,0,0,0,0
11,12,1,4,0,0,0,0
11,12,1,3,0,0,0,0
11,12,1,2,0,0,0,0
11,12,1,1,0,0,0,0
12,12,1,28,0,0,0,0
12,12,1,27,0,0,0,0
12,12,1,25,0,0,0,0
12,12,1,24,0,0,0,0
12,12,1,23,0,0,0,0
12,12,1,22,0,0,0,0
12,12,1,21,0,0,0,0
12,12,1,20,0,0,0,0
12,12,1,19,0,0,0,0
12,12,1,18,0,0,0,0
12,12,1,17,0,0,0,0
12,12,1,16,0,0,0,0
12,12,1,15,0,0,0,0
12,12,1,14,0,0,0,0
12,12,1,13,0,0,0,0
12,12,1,12,0,0,0,0
12,12,1,11,0,0,0,0
12,12,1,10,0,0,0,0
12,12,1,9,0,0,0,0
12,12,1,8,0,0,0,0
12,12,1,7,0,0,0,0
12,12,1,6,0,0,0,0
12,12,1,5,0,0,0,0
12,12,1,4,0,0,0,0
12,12,1,3,0,0,0,0
12,12,1,2,0,0,0,0
12,12,1,1,0,0,0,0
13,12,1,28,1,192,9,15
13,12,1,27,1,184,9,15
13,12,1,26,1,176,9,15
13,12,1,25,1,165,9,14
13,12,1,24,1,172,10,16
13,12,1,23,1,159,9,18
13,12,1,22,1,161,9,18
13,12,1,21,1,164,9,13
13,12,1,20,1,162,9,13
13,12,1,19,1,154,9,13
13,12,1,18,1,167,9,13
13,12,1,17,1,181,9,14
13,12,1,16,1,191,9,14
13,12,1,15,1,192,9,14
13,12,1,14,1,209,9,15
13,12,1,13,1,203,9,13
13,12,1,12,1,204,9,14
13,12,1,11,1,203,9,13
13,12,1,10,1,205,9,13
13,12,1,9,1,204,9,11
13,12,1,8,1,223,9,13
13,12,1,7,1,220,9,13
13,12,1,6,1,226,10,14
13,12,1,5,1,212,9,12
13,12,1,4,1,232,10,15
13,12,1,3,1,220,11,14
13,12,1,2,1,223,11,16
13,12,1,1,1,210,10,14
14,12,1,28,0,0,0,0
14,12,1,27,0,0,0,0
14,12,1,26,0,0,0,0
14,12,1,25,0,0,0,0
14,12,1,24,0,0,0,0
14,12,1,23,0,0,0,0
14,12,1,22,0,0,0,0
14,12,1,21,0,0,0,0
14,12,1,20,0,0,0,0
14,12,1,19,0,0,0,0
14,12,1,18,0,0,0,0
14,12,1,17,0,0,0,0
14,12,1,16,0,0,0,0
14,12,1,15,0,0,0,0
14,12,1,14,0,0,0,0
14,12,1,13,0,0,0,0
14,12,1,12,0,0,0,0
14,12,1,11,0,0,0,0
14,12,1,10,0,0,0,0
14,12,1,9,0,0,0,0
14,12,1,8,0,0,0,0
14,12,1,7,0,0,0,0
14,12,1,6,0,0,0,0
14,12,1,5,0,0,0,0
14,12,1,4,0,0,0,0
14,12,1,3,0,0,0,0
14,12,1,2,0,0,0,0
14,12,1,1,0,0,0,0
15,12,1,28,0,0,0,0
15,12,1,27,0,0,0,0
15,12,1,26,0,0,0,0
15,12,1,25,0,0,0,0
15,12,1,24,0,0,0,0
15,12,1,23,0,0,0,0
15,12,1,22,0,0,0,0
15,12,1,21,0,0,0,0
15,12,1,20,0,0,0,0
15,12,1,19,0,0,0,0
15,12,1,18,0,0,0,0
15,12,1,17,0,0,0,0
15,12,1,16,0,0,0,0
15,12,1,15,0,0,0,0
15,12,1,14,0,0,0,0
15,12,1,13,0,0,0,0
15,12,1,12,0,0,0,0
15,12,1,11,0,0,0,0
15,12,1,10,0,0,0,0
15,12,1,9,0,0,0,0
15,12,1,8,0,0,0,0
15,12,1,7,0,0,0,0
15,12,1,6,0,0,0,0
15,12,1,5,0,0,0,0
15,12,1,4,0,0,0,0
15,12,1,3,0,0,0,0
15,12,1,2,0,0,0,0
15,12,1,1,0,0,0,0
16,12,1,28,0,0,0,0
16,12,1,27,0,0,0,0
16,12,1,26,0,0,0,0
16,12,1,25,0,0,0,0
16,12,1,24,0,0,0,0
16,12,1,23,0,0,0,0
16,12,1,22,0,0,0,0
16,12,1,21,0,0,0,0
16,12,1,20,0,0,0,0
16,12,1,19,0,0,0,0
16,12,1,18,0,0,0,0
16,12,1,17,0,0,0,0
16,12,1,16,0,0,0,0
16,12,1,15,0,0,0,0
16,12,1,14,0,0,0,0
16,12,1,13,0,0,0,0
16,12,1,12,0,0,0,0
16,12,1,11,0,0,0,0
16,12,1,10,0,0,0,0
16,12,1,9,0,0,0,0
16,12,1,8,0,0,0,0
16,12,1,7,0,0,0,0
16,12,1,6,0,0,0,0
16,12,1,5,0,0,0,0
16,12,1,4,0,0,0,0
16,12,1,3,0,0,0,0
16,12,1,2,0,0,0,0
16,12,1,1,0,0,0,0
17,12,1,28,0,0,0,0
17,12,1,27,0,0,0,0
17,12,1,26,0,0,0,0
17,12,1,25,0,0,0,0
17,12,1,24,0,0,0,0
17,12,1,23,0,0,0,0
17,12,1,22,0,0,0,0
17,12,1,21,0,0,0,0
17,12,1,20,0,0,0,0
17,12,1,19,0,0,0,0
17,12,1,18,0,0,0,0
17,12,1,17,0,0,0,0
17,12,1,16,0,0,0,0
17,12,1,15,0,0,0,0
17,12,1,14,0,0,0,0
17,12,1,13,0,0,0,0
17,12,1,12,0,0,0,0
17,12,1,11,0,0,0,0
17,12,1,10,0,0,0,0
17,12,1,9,0,0,0,0
17,12,1,8,0,0,0,0
17,12,1,7,0,0,0,0
17,12,1,6,0,0,0,0
17,12,1,5,0,0,0,0
17,12,1,4,0,0,0,0
17,12,1,3,0,0,0,0
17,12,1,2,0,0,0,0
17,12,1,1,0,0,0,0
18,12,1,28,0,0,0,0
18,12,1,27,0,0,0,0
18,12,1,26,0,0,0,0
18,12,1,25,0,0,0,0
18,12,1,24,0,0,0,0
18,12,1,23,0,0,0,0
18,12,1,22,0,0,0,0
18,12,1,21,0,0,0,0
18,12,1,20,0,0,0,0
18,12,1,19,0,0,0,0
18,12,1,18,0,0,0,0
18,12,1,17,0,0,0,0
18,12,1,16,0,0,0,0
18,12,1,15,0,0,0,0
18,12,1,14,0,0,0,0
18,12,1,13,0,0,0,0
18,12,1,12,0,0,0,0
18,12,1,11,0,0,0,0
18,12,1,10,0,0,0,0
18,12,1,9,0,0,0,0
18,12,1,8,0,0,0,0
18,12,1,7,0,0,0,0
18,12,1,6,0,0,0,0
18,12,1,5,0,0,0,0
18,12,1,4,0,0,0,0
18,12,1,3,0,0,0,0
18,12,1,2,0,0,0,0
18,12,1,1,0,0,0,0
19,12,1,28,0,0,0,0
19,12,1,27,0,0,0,0
19,12,1,26,0,0,0,0
19,12,1,25,0,0,0,0
19,12,1,24,0,0,0,0
19,12,1,23,0,0,0,0
19,12,1,22,0,0,0,0
19,12,1,21,0,0,0,0
19,12,1,20,0,0,0,0
19,12,1,19,0,0,0,0
19,12,1,18,0,0,0,0
19,12,1,17,0,0,0,0
19,12,1,16,0,0,0,0
19,12,1,15,0,0,0,0
19,12,1,14,0,0,0,0
19,12,1,13,0,0,0,0
19,12,1,12,0,0,0,0
19,12,1,11,0,0,0,0
19,12,1,10,0,0,0,0
19,12,1,9,0,0,0,0
19,12,1,8,0,0,0,0
19,12,1,7,0,0,0,0
19,12,1,6,0,0,0,0
19,12,1,5,0,0,0,0
19,12,1,4,0,0,0,0
19,12,1,3,0,0,0,0
19,12,1,2,0,0,0,0
19,12,1,1,0,0,0,0
4,12,1,28,1,206,9,17
4,12,1,27,1,194,10,17
4,12,1,26,1,183,10,17
4,12,1,25,1,188,10,16
4,12,1,24,1,175,10,16
4,12,1,23,1,164,9,14
4,12,1,22,1,171,9,14
4,12,1,21,1,172,9,15
4,12,1,20,1,186,10,16
4,12,1,19,1,203,11,17
4,12,1,18,1,208,11,17
4,12,1,17,1,223,12,18
4,12,1,16,1,249,13,19
4,12,1,15,1,261,13,19
4,12,1,14,1,266,13,19
4,12,1,13,1,296,13,20
4,12,1,12,1,307,14,20
4,12,1,11,1,320,14,20
4,12,1,10,1,310,13,20
4,12,1,9,1,332,14,18
4,12,1,8,1,343,14,21
4,12,1,7,1,327,13,18
4,12,1,6,1,339,15,21
4,12,1,5,1,341,15,22
4,12,1,4,1,322,15,21
4,12,1,3,1,286,13,17
4,12,1,2,1,276,13,17
4,12,1,1,1,273,11,15
20,12,1,28,0,0,0,0
20,12,1,27,0,0,0,0
20,12,1,26,0,0,0,0
20,12,1,25,0,0,0,0
20,12,1,24,0,0,0,0
20,12,1,23,0,0,0,0
20,12,1,22,0,0,0,0
20,12,1,21,0,0,0,0
20,12,1,20,0,0,0,0
20,12,1,19,0,0,0,0
20,12,1,18,0,0,0,0
20,12,1,17,0,0,0,0
20,12,1,16,0,0,0,0
20,12,1,15,0,0,0,0
20,12,1,14,0,0,0,0
20,12,1,13,0,0,0,0
20,12,1,12,0,0,0,0
20,12,1,11,0,0,0,0
20,12,1,10,0,0,0,0
20,12,1,9,0,0,0,0
20,12,1,8,0,0,0,0
20,12,1,7,0,0,0,0
20,12,1,6,0,0,0,0
20,12,1,5,0,0,0,0
20,12,1,4,0,0,0,0
20,12,1,3,0,0,0,0
20,12,1,2,0,0,0,0
20,12,1,1,0,0,0,0
21,12,1,28,0,0,0,0
21,12,1,27,0,0,0,0
21,12,1,26,0,0,0,0
21,12,1,25,0,0,0,0
21,12,1,24,0,0,0,0
21,12,1,23,0,0,0,0
21,12,1,22,0,0,0,0
21,12,1,21,0,0,0,0
21,12,1,20,0,0,0,0
21,12,1,19,0,0,0,0
21,12,1,18,0,0,0,0
21,12,1,17,0,0,0,0
21,12,1,16,0,0,0,0
21,12,1,15,0,0,0,0
21,12,1,14,0,0,0,0
21,12,1,13,0,0,0,0
21,12,1,12,0,0,0,0
21,12,1,11,0,0,0,0
21,12,1,10,0,0,0,0
21,12,1,9,0,0,0,0
21,12,1,8,0,0,0,0
21,12,1,7,0,0,0,0
21,12,1,6,0,0,0,0
21,12,1,5,0,0,0,0
21,12,1,4,0,0,0,0
21,12,1,3,0,0,0,0
21,12,1,2,0,0,0,0
21,12,1,1,0,0,0,0
23,12,1,28,1,153,9,15
23,12,1,27,1,153,9,16
23,12,1,26,1,140,9,16
23,12,1,25,1,143,9,13
23,12,1,24,1,135,9,13
23,12,1,23,1,139,9,14
23,12,1,22,1,137,9,13
23,12,1,21,1,135,9,16
23,12,1,20,1,138,9,19
23,12,1,19,1,140,9,14
23,12,1,18,1,149,9,14
23,12,1,17,1,149,9,13
23,12,1,16,1,149,9,14
23,12,1,15,1,159,9,16
23,12,1,14,1,171,9,14
23,12,1,13,1,182,9,14
23,12,1,12,1,203,9,15
23,12,1,11,1,212,9,16
23,12,1,10,1,223,10,16
23,12,1,9,1,229,10,15
23,12,1,8,1,244,12,17
23,12,1,7,1,269,13,18
23,12,1,6,1,287,13,18
23,12,1,5,1,279,13,18
23,12,1,4,1,279,12,17
23,12,1,3,1,248,12,15
23,12,1,2,1,245,11,13
23,12,1,1,1,228,11,14
22,12,1,28,1,196,9,15
22,12,1,27,1,198,10,17
22,12,1,26,1,207,11,19
22,12,1,25,1,210,11,18
22,12,1,24,1,220,11,19
22,12,1,23,1,210,10,17
22,12,1,22,1,213,11,18
22,12,1,21,1,230,12,20
22,12,1,20,1,236,13,20
22,12,1,19,1,238,13,20
22,12,1,18,1,255,14,21
22,12,1,17,1,262,14,21
22,12,1,16,1,274,15,22
22,12,1,15,1,286,15,22
22,12,1,14,1,298,17,23
22,12,1,13,1,324,18,24
22,12,1,12,1,324,14,21
22,12,1,11,1,362,15,21
22,12,1,10,1,374,18,24
22,12,1,9,1,384,18,24
22,12,1,8,1,373,18,24
22,12,1,7,1,382,18,24
22,12,1,6,1,381,18,23
22,12,1,5,1,395,18,23
22,12,1,4,1,389,18,24
22,12,1,3,1,373,17,22
22,12,1,2,1,346,17,23
22,12,1,1,1,341,16,21
25,12,1,28,1,142,9,14
25,12,1,27,1,137,9,14
25,12,1,26,1,141,9,14
25,12,1,25,1,139,9,14
25,12,1,24,1,144,9,14
25,12,1,23,1,151,9,14
25,12,1,22,1,158,9,14
25,12,1,21,1,163,9,13
25,12,1,20,1,172,9,14
25,12,1,19,1,179,9,14
25,12,1,18,1,175,9,14
25,12,1,17,1,186,9,13
25,12,1,16,1,190,9,13
25,12,1,15,1,182,9,13
25,12,1,14,1,186,9,13
25,12,1,13,1,191,9,13
25,12,1,12,1,201,9,13
25,12,1,11,1,206,9,13
25,12,1,10,1,211,9,14
25,12,1,9,1,210,9,13
25,12,1,8,1,208,9,14
25,12,1,7,1,221,10,14
25,12,1,6,1,220,10,14
25,12,1,5,1,221,10,14
25,12,1,4,0,0,0,0
25,12,1,3,0,0,0,0
25,12,1,2,0,0,0,0
25,12,1,1,0,0,0,0
26,12,1,28,1,168,10,14
26,12,1,27,1,155,10,14
26,12,1,26,1,146,10,15
26,12,1,25,1,132,9,13
26,12,1,24,1,130,9,13
26,12,1,23,1,124,9,13
26,12,1,22,1,127,9,13
26,12,1,21,1,132,9,13
26,12,1,20,0,0,0,0
26,12,1,19,0,0,0,0
26,12,1,18,0,0,0,0
26,12,1,17,0,0,0,0
26,12,1,16,0,0,0,0
26,12,1,15,0,0,0,0
26,12,1,14,0,0,0,0
26,12,1,13,0,0,0,0
26,12,1,12,0,0,0,0
26,12,1,11,0,0,0,0
26,12,1,10,0,0,0,0
26,12,1,9,0,0,0,0
26,12,1,8,0,0,0,0
26,12,1,7,0,0,0,0
26,12,1,6,0,0,0,0
26,12,1,5,0,0,0,0
26,12,1,4,0,0,0,0
26,12,1,3,0,0,0,0
26,12,1,2,0,0,0,0
26,12,1,1,0,0,0,0
27,12,1,28,1,255,12,22
27,12,1,27,1,240,11,19
27,12,1,26,1,231,12,19
27,12,1,25,1,222,12,19
27,12,1,24,1,212,12,19
27,12,1,23,1,201,12,19
27,12,1,22,1,190,11,18
27,12,1,21,1,173,10,17
27,12,1,20,1,166,9,16
27,12,1,19,1,164,9,16
27,12,1,18,1,162,9,17
27,12,1,17,1,161,9,17
27,12,1,16,1,154,9,16
27,12,1,15,1,164,9,15
27,12,1,14,1,163,9,14
27,12,1,13,1,172,9,14
27,12,1,12,1,177,9,14
27,12,1,11,1,177,9,14
27,12,1,10,1,191,9,13
27,12,1,9,1,207,9,13
27,12,1,8,1,206,9,14
27,12,1,7,1,218,9,13
27,12,1,6,1,216,9,13
27,12,1,5,1,230,9,13
27,12,1,4,1,240,9,14
27,12,1,3,1,213,9,15
27,12,1,2,1,215,10,16
27,12,1,1,1,220,9,15
28,12,1,28,1,183,9,14
28,12,1,27,1,179,9,12
28,12,1,26,1,178,10,16
28,12,1,25,1,183,10,16
28,12,1,24,1,188,10,15
28,12,1,23,1,183,10,14
28,12,1,22,1,186,9,14
28,12,1,21,1,200,9,13
28,12,1,20,1,270,14,19
28,12,1,19,1,283,14,19
28,12,1,18,1,306,14,18
28,12,1,17,1,295,15,21
28,12,1,16,1,289,17,21
28,12,1,15,1,296,16,20
28,12,1,14,1,298,16,21
28,12,1,13,1,302,14,18
28,12,1,12,1,280,13,18
28,12,1,11,1,289,13,17
28,12,1,10,1,291,13,17
28,12,1,9,1,286,13,17
28,12,1,8,1,293,13,16
28,12,1,7,1,293,14,18
28,12,1,6,1,289,14,19
28,12,1,5,1,291,14,21
28,12,1,4,1,288,15,20
28,12,1,3,1,268,14,19
28,12,1,2,1,272,13,18
28,12,1,1,1,267,13,18
29,12,1,28,1,288,17,24
29,12,1,27,1,291,17,24
29,12,1,26,1,287,16,23
29,12,1,25,1,283,17,25
29,12,1,24,1,304,18,26
29,12,1,23,1,309,18,26
29,12,1,22,1,318,18,26
29,12,1,21,1,316,18,26
29,12,1,20,1,329,19,27
29,12,1,19,1,328,18,27
29,12,1,18,1,346,18,29
29,12,1,17,1,349,18,28
29,12,1,16,1,356,18,27
29,12,1,15,1,367,18,27
29,12,1,14,1,372,18,27
29,12,1,13,1,388,18,27
29,12,1,12,1,415,18,29
29,12,1,11,1,436,18,27
29,12,1,10,1,446,18,27
29,12,1,9,1,460,18,27
29,12,1,8,1,485,18,26
29,12,1,7,1,494,19,28
29,12,1,6,1,513,19,26
29,12,1,5,1,534,18,26
29,12,1,4,1,646,24,33
29,12,1,3,1,603,23,31
29,12,1,2,1,573,22,30
29,12,1,1,1,595,23,30
30,12,1,28,1,344,18,26
30,12,1,27,1,333,17,17
30,12,1,26,1,334,17,25
30,12,1,25,1,338,17,22
30,12,1,24,1,331,17,22
30,12,1,23,1,325,17,24
30,12,1,22,1,310,17,23
30,12,1,21,1,308,17,23
30,12,1,20,1,306,17,23
30,12,1,19,1,317,17,23
30,12,1,18,1,326,17,30
30,12,1,17,1,322,17,23
30,12,1,16,1,322,18,24
30,12,1,15,1,320,17,23
30,12,1,14,1,317,18,23
30,12,1,13,1,338,18,25
30,12,1,12,1,347,17,24
30,12,1,11,1,340,17,23
30,12,1,10,1,335,18,23
30,12,1,9,1,340,18,25
30,12,1,8,1,330,17,27
30,12,1,7,1,332,17,24
30,12,1,6,1,318,16,23
30,12,1,5,1,331,16,20
30,12,1,4,1,332,16,21
30,12,1,3,1,308,15,19
30,12,1,2,1,293,14,18
30,12,1,1,1,299,14,19
31,12,1,28,1,186,9,16
31,12,1,27,1,182,9,16
31,12,1,26,1,183,9,16
31,12,1,25,1,173,9,14
31,12,1,24,1,186,9,14
31,12,1,23,1,187,10,15
31,12,1,22,1,181,10,14
31,12,1,21,1,181,10,15
31,12,1,20,1,203,11,16
31,12,1,19,1,191,10,15
31,12,1,18,1,192,9,15
31,12,1,17,1,199,10,14
31,12,1,16,1,199,9,15
31,12,1,15,1,193,8,14
31,12,1,14,1,185,8,14
31,12,1,13,1,192,9,14
31,12,1,12,1,197,9,13
31,12,1,11,1,204,11,15
31,12,1,10,1,215,10,14
31,12,1,9,1,221,10,13
31,12,1,8,1,212,10,19
31,12,1,7,1,208,10,14
31,12,1,6,1,211,9,13
31,12,1,5,1,199,9,12
31,12,1,4,1,184,10,13
31,12,1,3,1,177,10,12
31,12,1,2,1,164,10,12
31,12,1,1,1,147,9,11
32,12,1,28,1,336,18,29
32,12,1,27,1,329,17,26
32,12,1,26,1,331,17,26
32,12,1,25,1,335,17,23
32,12,1,24,1,336,17,23
32,12,1,23,1,341,17,24
32,12,1,22,1,331,17,25
32,12,1,21,1,337,18,27
32,12,1,20,1,324,18,23
32,12,1,19,1,335,17,27
32,12,1,18,1,343,17,25
32,12,1,17,1,359,17,26
32,12,1,16,1,368,18,27
32,12,1,15,1,399,18,29
32,12,1,14,1,411,17,26
32,12,1,13,1,423,17,22
32,12,1,12,1,434,17,24
32,12,1,11,1,461,18,27
32,12,1,10,1,457,18,28
32,12,1,9,1,445,18,24
32,12,1,8,1,434,18,25
32,12,1,7,1,418,18,25
32,12,1,6,1,408,18,25
32,12,1,5,1,422,18,25
32,12,1,4,1,442,19,28
32,12,1,3,1,399,17,24
32,12,1,2,1,390,17,24
32,12,1,1,1,386,17,24
33,12,1,28,0,0,0,0
33,12,1,27,0,0,0,0
33,12,1,26,0,0,0,0
33,12,1,25,0,0,0,0
33,12,1,24,0,0,0,0
33,12,1,23,0,0,0,0
33,12,1,22,0,0,0,0
33,12,1,21,0,0,0,0
33,12,1,20,0,0,0,0
33,12,1,19,0,0,0,0
33,12,1,18,0,0,0,0
33,12,1,17,0,0,0,0
33,12,1,16,0,0,0,0
33,12,1,15,0,0,0,0
33,12,1,14,0,0,0,0
33,12,1,13,0,0,0,0
33,12,1,12,0,0,0,0
33,12,1,11,0,0,0,0
33,12,1,10,0,0,0,0
33,12,1,9,0,0,0,0
33,12,1,8,0,0,0,0
33,12,1,7,0,0,0,0
33,12,1,6,0,0,0,0
33,12,1,5,0,0,0,0
33,12,1,4,0,0,0,0
33,12,1,3,0,0,0,0
33,12,1,2,0,0,0,0
33,12,1,1,0,0,0,0
34,12,1,28,1,425,21,30
34,12,1,27,1,417,20,26
34,12,1,26,1,400,19,29
34,12,1,25,1,378,18,27
34,12,1,24,1,373,18,27
34,12,1,23,1,371,18,26
34,12,1,22,1,381,19,27
34,12,1,21,1,377,19,27
34,12,1,20,1,384,18,27
34,12,1,19,1,400,18,27
34,12,1,18,1,408,18,26
34,12,1,17,1,414,19,26
34,12,1,16,1,421,19,26
34,12,1,15,1,435,19,27
34,12,1,14,1,438,19,26
34,12,1,13,1,449,18,27
34,12,1,12,1,467,18,26
34,12,1,11,1,475,18,26
34,12,1,10,1,487,18,26
34,12,1,9,1,492,18,26
34,12,1,8,1,506,19,27
34,12,1,7,1,521,19,27
34,12,1,6,1,528,19,26
34,12,1,5,1,523,19,26
34,12,1,4,1,517,19,26
34,12,1,3,1,454,17,23
34,12,1,2,1,456,17,21
34,12,1,1,1,442,17,21
35,12,1,28,2,643,33,49
35,12,1,27,2,656,33,47
35,12,1,26,2,653,36,51
35,12,1,25,2,642,36,52
35,12,1,24,2,653,37,53
35,12,1,23,2,629,35,49
35,12,1,22,2,636,35,50
35,12,1,21,2,660,35,51
35,12,1,20,2,650,36,55
35,12,1,19,2,645,34,54
35,12,1,18,2,663,34,55
35,12,1,17,2,704,35,50
35,12,1,16,2,728,36,58
35,12,1,15,2,779,38,54
35,12,1,14,2,835,39,54
35,12,1,13,2,881,41,56
35,12,1,12,2,937,42,55
35,12,1,11,2,990,42,57
35,12,1,10,2,1056,45,59
35,12,1,9,2,1133,45,58
35,12,1,8,2,1181,46,65
35,12,1,7,2,1236,49,64
35,12,1,6,2,1254,51,70
35,12,1,5,2,1285,50,68
35,12,1,4,2,1288,51,68
35,12,1,3,2,1432,55,70
35,12,1,2,2,1405,53,70
35,12,1,1,2,1334,49,70
36,12,1,28,1,490,26,39
36,12,1,27,1,489,26,38
36,12,1,26,1,491,25,36
36,12,1,25,1,483,24,33
36,12,1,24,1,494,23,34
36,12,1,23,1,495,22,34
36,12,1,22,1,487,22,34
36,12,1,21,1,471,22,34
36,12,1,20,1,468,22,33
36,12,1,19,1,465,21,32
36,12,1,18,1,467,21,32
36,12,1,17,1,473,21,32
36,12,1,16,1,488,21,32
36,12,1,15,1,495,20,31
36,12,1,14,1,518,23,33
36,12,1,13,1,535,23,30
36,12,1,12,1,551,22,28
36,12,1,11,1,546,21,28
36,12,1,10,1,571,22,28
36,12,1,9,1,564,22,28
36,12,1,8,1,566,22,29
36,12,1,7,1,567,21,27
36,12,1,6,1,567,22,28
36,12,1,5,1,552,21,26
36,12,1,4,1,526,21,26
36,12,1,3,1,484,20,25
36,12,1,2,1,458,19,25
36,12,1,1,1,431,18,22
37,12,1,28,1,216,11,22
37,12,1,27,1,210,11,20
37,12,1,26,1,204,11,20
37,12,1,25,1,204,11,19
37,12,1,24,1,211,11,21
37,12,1,23,1,208,10,17
37,12,1,22,1,222,11,17
37,12,1,21,1,219,12,19
37,12,1,20,1,225,12,19
37,12,1,19,1,211,12,18
37,12,1,18,1,213,11,17
37,12,1,17,1,221,12,17
37,12,1,16,1,216,12,17
37,12,1,15,1,213,11,15
37,12,1,14,1,213,12,17
37,12,1,13,1,197,9,13
37,12,1,12,1,197,9,13
37,12,1,11,1,210,9,14
37,12,1,10,1,210,9,14
37,12,1,9,1,210,9,14
37,12,1,8,1,219,9,13
37,12,1,7,1,229,9,13
37,12,1,6,1,230,9,13
37,12,1,5,1,222,9,15
37,12,1,4,1,219,9,15
37,12,1,3,1,222,10,17
37,12,1,2,1,216,10,14
37,12,1,1,1,205,9,14
38,12,1,28,1,431,19,31
38,12,1,27,1,420,19,30
38,12,1,26,1,419,19,29
38,12,1,25,1,419,19,29
38,12,1,24,1,433,19,27
38,12,1,23,1,437,20,29
38,12,1,22,1,437,20,31
38,12,1,21,1,449,20,33
38,12,1,20,1,449,20,33
