FkIdObec,FkIdPodtypSkoly,FkIdTypZriadovatela,FkIdSkRok,PocetSkol,PocetZiakov,PocetTried,PocetUcitelov
38,12,1,19,1,447,19,28
38,12,1,18,1,463,20,32
38,12,1,17,1,469,20,34
38,12,1,16,1,460,20,31
38,12,1,15,1,461,20,30
38,12,1,14,1,463,20,28
38,12,1,13,1,472,19,27
38,12,1,12,1,477,19,27
38,12,1,11,1,477,19,26
38,12,1,10,1,490,19,26
38,12,1,9,1,496,19,25
38,12,1,8,1,502,19,26
38,12,1,7,1,511,19,24
38,12,1,6,1,518,19,27
38,12,1,5,1,521,19,26
38,12,1,4,1,517,20,25
38,12,1,3,1,463,19,23
38,12,1,2,1,441,17,25
38,12,1,1,1,420,16,23
39,12,1,28,1,390,19,29
39,12,1,27,1,380,19,31
39,12,1,26,1,374,20,32
39,12,1,25,1,362,19,28
39,12,1,24,1,357,18,27
39,12,1,23,1,352,18,27
39,12,1,22,1,366,19,28
39,12,1,21,1,370,19,29
39,12,1,20,1,381,19,29
39,12,1,19,1,375,18,27
39,12,1,18,1,393,18,28
39,12,1,17,1,400,21,31
39,12,1,16,1,399,19,28
39,12,1,15,1,403,20,27
39,12,1,14,1,421,20,27
39,12,1,13,1,440,19,29
39,12,1,12,1,478,18,31
39,12,1,11,1,509,19,31
39,12,1,10,1,522,20,32
39,12,1,9,1,527,20,33
39,12,1,8,1,513,20,31
39,12,1,7,1,513,21,30
39,12,1,6,1,505,22,31
39,12,1,5,1,506,22,30
39,12,1,4,1,498,23,30
39,12,1,3,1,424,20,28
39,12,1,2,1,410,18,26
39,12,1,1,1,372,16,23
40,12,1,28,1,343,18,28
40,12,1,27,1,338,18,27
40,12,1,26,1,340,18,20
40,12,1,25,1,333,18,25
40,12,1,24,1,336,17,26
40,12,1,23,1,348,18,25
40,12,1,22,1,363,19,27
40,12,1,21,1,382,19,26
40,12,1,20,1,388,19,28
40,12,1,19,1,394,19,27
40,12,1,18,1,410,20,28
40,12,1,17,1,423,20,32
40,12,1,16,1,443,20,31
40,12,1,15,1,454,20,39
40,12,1,14,1,475,20,34
40,12,1,13,1,475,20,32
40,12,1,12,1,476,20,29
40,12,1,11,1,493,20,28
40,12,1,10,1,504,20,27
40,12,1,9,1,500,20,24
40,12,1,8,1,485,19,24
40,12,1,7,1,471,19,25
40,12,1,6,1,458,19,24
40,12,1,5,1,446,19,23
40,12,1,4,1,440,19,25
40,12,1,3,1,403,19,24
40,12,1,2,1,374,17,21
40,12,1,1,1,353,16,21
41,12,1,28,1,720,33,48
41,12,1,27,1,712,32,36
41,12,1,26,1,681,32,46
41,12,1,25,1,690,32,45
41,12,1,24,1,702,33,45
41,12,1,23,1,659,31,44
41,12,1,22,1,657,32,44
41,12,1,21,1,650,31,44
41,12,1,20,1,640,31,44
41,12,1,19,1,634,30,43
41,12,1,18,1,632,30,43
41,12,1,17,1,638,30,43
41,12,1,16,1,622,30,45
41,12,1,15,1,642,31,46
41,12,1,14,1,661,31,44
41,12,1,13,1,670,30,43
41,12,1,12,1,715,30,43
41,12,1,11,1,731,29,42
41,12,1,10,1,762,30,43
41,12,1,9,1,763,29,42
41,12,1,8,1,779,29,43
41,12,1,7,1,806,29,41
41,12,1,6,1,817,31,43
41,12,1,5,1,805,32,45
41,12,1,4,1,802,33,46
41,12,1,3,1,742,31,44
41,12,1,2,1,713,29,39
41,12,1,1,1,673,27,38
42,12,1,28,1,230,13,23
42,12,1,27,1,226,11,22
42,12,1,26,1,228,13,23
42,12,1,25,1,228,12,21
42,12,1,24,1,238,14,22
42,12,1,23,1,251,14,21
42,12,1,22,1,245,14,21
42,12,1,21,1,261,14,20
42,12,1,20,1,269,16,21
42,12,1,19,1,272,16,21
42,12,1,18,1,279,16,21
42,12,1,17,1,287,14,20
42,12,1,16,1,296,18,24
42,12,1,15,1,296,18,23
42,12,1,14,1,289,18,24
42,12,1,13,1,303,17,23
42,12,1,12,1,319,16,21
42,12,1,11,1,330,16,21
42,12,1,10,1,334,15,21
42,12,1,9,1,328,14,21
42,12,1,8,1,327,15,20
42,12,1,7,1,312,15,22
42,12,1,6,1,317,15,22
42,12,1,5,1,320,16,22
42,12,1,4,1,306,15,21
42,12,1,3,1,270,13,16
42,12,1,2,1,267,13,16
42,12,1,1,1,271,12,16
43,12,1,28,0,0,0,0
43,12,1,27,0,0,0,0
43,12,1,26,0,0,0,0
43,12,1,25,0,0,0,0
43,12,1,24,0,0,0,0
43,12,1,23,0,0,0,0
43,12,1,22,0,0,0,0
43,12,1,21,0,0,0,0
43,12,1,20,0,0,0,0
43,12,1,19,0,0,0,0
43,12,1,18,0,0,0,0
43,12,1,17,0,0,0,0
43,12,1,16,0,0,0,0
43,12,1,15,0,0,0,0
43,12,1,14,0,0,0,0
43,12,1,13,0,0,0,0
43,12,1,12,0,0,0,0
43,12,1,11,0,0,0,0
43,12,1,10,0,0,0,0
43,12,1,9,0,0,0,0
43,12,1,8,0,0,0,0
43,12,1,7,0,0,0,0
43,12,1,6,1,376,17,22
43,12,1,5,1,372,17,22
43,12,1,4,1,362,17,21
43,12,1,3,1,327,17,22
43,12,1,2,1,318,16,20
43,12,1,1,1,318,16,20
44,12,1,28,0,0,0,0
44,12,1,27,0,0,0,0
44,12,1,26,0,0,0,0
44,12,1,25,0,0,0,0
44,12,1,24,0,0,0,0
44,12,1,23,0,0,0,0
44,12,1,22,0,0,0,0
44,12,1,21,0,0,0,0
44,12,1,20,0,0,0,0
44,12,1,19,0,0,0,0
44,12,1,18,0,0,0,0
44,12,1,17,0,0,0,0
44,12,1,16,0,0,0,0
44,12,1,15,0,0,0,0
44,12,1,14,0,0,0,0
44,12,1,13,0,0,0,0
44,12,1,12,0,0,0,0
44,12,1,11,0,0,0,0
44,12,1,10,0,0,0,0
44,12,1,9,0,0,0,0
44,12,1,8,0,0,0,0
44,12,1,7,0,0,0,0
44,12,1,6,0,0,0,0
44,12,1,5,0,0,0,0
44,12,1,4,0,0,0,0
44,12,1,3,0,0,0,0
44,12,1,2,0,0,0,0
44,12,1,1,0,0,0,0
45,12,1,28,0,0,0,0
45,12,1,27,0,0,0,0
45,12,1,26,0,0,0,0
45,12,1,25,0,0,0,0
45,12,1,24,0,0,0,0
45,12,1,23,0,0,0,0
45,12,1,22,0,0,0,0
45,12,1,21,0,0,0,0
45,12,1,20,0,0,0,0
45,12,1,19,0,0,0,0
45,12,1,18,0,0,0,0
45,12,1,17,0,0,0,0
45,12,1,16,0,0,0,0
45,12,1,15,0,0,0,0
45,12,1,14,0,0,0,0
45,12,1,13,0,0,0,0
45,12,1,12,0,0,0,0
45,12,1,11,0,0,0,0
45,12,1,10,0,0,0,0
45,12,1,9,0,0,0,0
45,12,1,8,0,0,0,0
45,12,1,7,0,0,0,0
45,12,1,6,0,0,0,0
45,12,1,5,0,0,0,0
45,12,1,4,0,0,0,0
45,12,1,3,0,0,0,0
45,12,1,2,0,0,0,0
45,12,1,1,0,0,0,0
46,12,1,28,0,0,0,0
46,12,1,27,0,0,0,0
46,12,1,26,0,0,0,0
46,12,1,25,0,0,0,0
46,12,1,24,0,0,0,0
46,12,1,23,0,0,0,0
46,12,1,22,0,0,0,0
46,12,1,21,0,0,0,0
46,12,1,20,0,0,0,0
46,12,1,19,0,0,0,0
46,12,1,18,0,0,0,0
46,12,1,17,0,0,0,0
46,12,1,16,0,0,0,0
46,12,1,15,0,0,0,0
46,12,1,14,0,0,0,0
46,12,1,13,0,0,0,0
46,12,1,12,0,0,0,0
46,12,1,11,0,0,0,0
46,12,1,10,0,0,0,0
46,12,1,9,0,0,0,0
46,12,1,8,0,0,0,0
46,12,1,7,0,0,0,0
46,12,1,6,0,0,0,0
46,12,1,5,0,0,0,0
46,12,1,4,0,0,0,0
46,12,1,3,0,0,0,0
46,12,1,2,0,0,0,0
46,12,1,1,0,0,0,0
47,12,1,28,1,702,33,47
47,12,1,27,1,690,32,37
47,12,1,26,1,689,34,51
47,12,1,25,1,677,33,46
47,12,1,24,1,690,34,51
47,12,1,23,1,699,34,48
47,12,1,22,1,694,32,47
47,12,1,21,1,675,31,43
47,12,1,20,1,691,32,44
47,12,1,19,1,707,32,46
47,12,1,18,1,709,32,46
47,12,1,17,1,723,33,46
47,12,1,16,1,744,35,50
47,12,1,15,1,744,35,48
47,12,1,14,1,777,36,49
47,12,1,13,1,817,36,48
47,12,1,12,1,854,36,48
47,12,1,11,1,894,35,45
47,12,1,10,1,923,35,50
47,12,1,9,1,958,35,48
47,12,1,8,1,963,35,45
47,12,1,7,1,974,36,47
47,12,1,6,1,990,37,52
47,12,1,5,1,987,37,50
47,12,1,4,1,988,38,50
47,12,1,3,1,890,35,46
47,12,1,2,1,870,35,46
47,12,1,1,1,802,31,43
48,12,1,28,1,298,16,22
48,12,1,27,1,295,17,17
48,12,1,26,1,301,17,24
48,12,1,25,1,292,16,24
48,12,1,24,1,288,15,24
48,12,1,23,1,292,15,23
48,12,1,22,1,285,14,22
48,12,1,21,1,266,14,22
48,12,1,20,1,260,13,20
48,12,1,19,1,264,12,19
48,12,1,18,1,266,12,19
48,12,1,17,1,262,13,20
48,12,1,16,1,276,15,22
48,12,1,15,1,270,15,22
48,12,1,14,1,276,15,22
48,12,1,13,1,273,14,20
48,12,1,12,1,279,13,21
48,12,1,11,1,294,15,20
48,12,1,10,1,290,15,21
48,12,1,9,1,289,15,20
48,12,1,8,1,291,14,20
48,12,1,7,1,285,14,19
48,12,1,6,1,305,15,21
48,12,1,5,1,306,15,21
48,12,1,4,1,311,15,21
48,12,1,3,1,298,14,18
48,12,1,2,1,278,13,16
48,12,1,1,1,280,13,17
49,12,1,28,2,400,25,37
49,12,1,27,2,392,25,38
49,12,1,26,2,413,25,37
49,12,1,25,2,415,25,40
49,12,1,24,1,119,9,13
49,12,1,23,1,121,9,13
49,12,1,22,1,117,9,15
49,12,1,21,1,120,9,13
49,12,1,20,1,130,9,13
49,12,1,19,1,137,9,13
49,12,1,18,1,145,9,13
49,12,1,17,1,150,9,13
49,12,1,16,1,151,9,13
49,12,1,15,1,151,9,13
49,12,1,14,1,165,9,13
49,12,1,13,1,169,9,13
49,12,1,12,1,182,9,13
49,12,1,11,1,183,9,14
49,12,1,10,1,183,9,14
49,12,1,9,1,180,9,12
49,12,1,8,1,171,9,14
49,12,1,7,1,195,9,14
49,12,1,6,1,208,9,13
49,12,1,5,1,202,9,14
49,12,1,4,1,210,9,13
49,12,1,3,1,184,8,11
49,12,1,2,1,178,8,10
49,12,1,1,1,174,8,10
50,12,1,28,0,0,0,0
50,12,1,27,0,0,0,0
50,12,1,26,0,0,0,0
50,12,1,25,0,0,0,0
50,12,1,24,0,0,0,0
50,12,1,23,0,0,0,0
50,12,1,22,0,0,0,0
50,12,1,21,0,0,0,0
50,12,1,20,0,0,0,0
50,12,1,19,0,0,0,0
50,12,1,18,0,0,0,0
50,12,1,17,0,0,0,0
50,12,1,16,0,0,0,0
50,12,1,15,0,0,0,0
50,12,1,14,0,0,0,0
50,12,1,13,0,0,0,0
50,12,1,12,0,0,0,0
50,12,1,11,0,0,0,0
50,12,1,10,0,0,0,0
50,12,1,9,0,0,0,0
50,12,1,8,0,0,0,0
50,12,1,7,0,0,0,0
50,12,1,6,0,0,0,0
50,12,1,5,0,0,0,0
50,12,1,4,0,0,0,0
50,12,1,3,0,0,0,0
50,12,1,2,0,0,0,0
50,12,1,1,0,0,0,0
51,12,1,28,1,119,9,15
51,12,1,27,1,115,9,15
51,12,1,26,1,131,9,16
51,12,1,25,1,134,9,14
51,12,1,24,1,135,9,14
51,12,1,23,1,135,9,14
51,12,1,22,1,131,9,14
51,12,1,21,1,141,9,12
51,12,1,20,1,142,9,15
51,12,1,19,1,147,9,13
51,12,1,18,1,154,9,14
51,12,1,17,1,151,9,13
51,12,1,16,1,163,9,12
51,12,1,15,1,167,9,12
51,12,1,14,1,183,9,13
51,12,1,13,1,182,9,14
51,12,1,12,1,184,9,14
51,12,1,11,1,189,9,15
51,12,1,10,1,210,10,16
51,12,1,9,1,217,10,15
51,12,1,8,1,224,10,17
51,12,1,7,1,238,10,17
51,12,1,6,1,228,10,17
51,12,1,5,1,224,10,16
51,12,1,4,1,232,10,17
51,12,1,3,1,214,10,14
51,12,1,2,1,215,9,12
51,12,1,1,0,0,0,0
52,12,1,28,1,225,13,20
52,12,1,27,1,238,14,20
52,12,1,26,1,239,14,21
52,12,1,25,1,242,14,20
52,12,1,24,1,240,13,20
52,12,1,23,1,242,14,19
52,12,1,22,1,234,14,20
52,12,1,21,1,231,14,20
52,12,1,20,1,234,14,19
52,12,1,19,1,237,14,20
52,12,1,18,1,229,14,21
52,12,1,17,1,236,14,20
52,12,1,16,1,243,14,19
52,12,1,15,1,254,14,19
52,12,1,14,1,257,14,19
52,12,1,13,1,252,14,19
52,12,1,12,1,257,14,18
52,12,1,11,1,254,12,17
52,12,1,10,1,241,14,19
52,12,1,9,1,249,14,19
52,12,1,8,1,248,14,19
52,12,1,7,1,250,13,18
52,12,1,6,1,243,13,19
52,12,1,5,1,247,13,18
52,12,1,4,1,251,13,17
52,12,1,3,1,222,13,17
52,12,1,2,1,209,12,15
52,12,1,1,1,211,12,14
53,12,1,28,1,346,18,26
53,12,1,27,1,347,17,25
53,12,1,26,1,348,18,26
53,12,1,25,1,359,18,25
53,12,1,24,1,374,18,25
53,12,1,23,1,372,18,25
53,12,1,22,1,359,19,26
53,12,1,21,1,363,19,26
53,12,1,20,1,374,19,28
53,12,1,19,1,365,19,28
53,12,1,18,1,377,18,27
53,12,1,17,1,377,18,26
53,12,1,16,1,383,18,26
53,12,1,15,1,374,18,29
53,12,1,14,1,379,18,26
53,12,1,13,1,387,18,27
53,12,1,12,1,407,19,29
53,12,1,11,1,435,19,29
53,12,1,10,1,463,20,27
53,12,1,9,1,464,20,27
53,12,1,8,1,479,19,27
53,12,1,7,1,460,18,25
53,12,1,6,1,457,19,26
53,12,1,5,1,434,18,24
53,12,1,4,1,419,18,24
53,12,1,3,1,390,17,23
53,12,1,2,1,383,18,23
53,12,1,1,1,350,16,21
54,12,1,28,0,0,0,0
54,12,1,27,0,0,0,0
54,12,1,26,0,0,0,0
54,12,1,25,0,0,0,0
54,12,1,24,1,375,19,26
54,12,1,23,1,383,19,26
54,12,1,22,1,375,18,26
54,12,1,21,1,383,18,27
54,12,1,20,1,376,19,27
54,12,1,19,1,408,20,28
54,12,1,18,1,418,19,28
54,12,1,17,1,424,19,28
54,12,1,16,1,441,20,29
54,12,1,15,1,448,20,28
54,12,1,14,1,471,21,28
54,12,1,13,1,488,21,28
54,12,1,12,1,502,21,28
54,12,1,11,1,533,21,30
54,12,1,10,1,545,22,34
54,12,1,9,1,582,23,35
54,12,1,8,1,611,24,40
54,12,1,7,1,635,24,39
54,12,1,6,1,630,24,39
54,12,1,5,1,619,24,40
54,12,1,4,1,623,24,42
54,12,1,3,1,589,24,40
54,12,1,2,1,567,25,33
54,12,1,1,1,557,24,31
55,12,1,28,0,0,0,0
55,12,1,27,0,0,0,0
55,12,1,26,0,0,0,0
55,12,1,25,0,0,0,0
55,12,1,24,0,0,0,0
55,12,1,23,0,0,0,0
55,12,1,22,0,0,0,0
55,12,1,21,0,0,0,0
55,12,1,20,0,0,0,0
55,12,1,19,0,0,0,0
55,12,1,18,0,0,0,0
55,12,1,17,0,0,0,0
55,12,1,16,0,0,0,0
55,12,1,15,0,0,0,0
55,12,1,14,0,0,0,0
55,12,1,13,0,0,0,0
55,12,1,12,0,0,0,0
55,12,1,11,0,0,0,0
55,12,1,10,0,0,0,0
55,12,1,9,0,0,0,0
55,12,1,8,0,0,0,0
55,12,1,7,0,0,0,0
55,12,1,6,0,0,0,0
55,12,1,5,0,0,0,0
55,12,1,4,0,0,0,0
55,12,1,3,0,0,0,0
55,12,1,2,0,0,0,0
55,12,1,1,0,0,0,0
56,12,1,28,0,0,0,0
56,12,1,27,0,0,0,0
56,12,1,26,0,0,0,0
56,12,1,25,0,0,0,0
56,12,1,24,0,0,0,0
56,12,1,23,0,0,0,0
56,12,1,22,0,0,0,0
56,12,1,21,0,0,0,0
56,12,1,20,0,0,0,0
56,12,1,19,0,0,0,0
56,12,1,18,0,0,0,0
56,12,1,17,0,0,0,0
56,12,1,16,0,0,0,0
56,12,1,15,0,0,0,0
56,12,1,14,0,0,0,0
56,12,1,13,0,0,0,0
56,12,1,12,0,0,0,0
56,12,1,11,0,0,0,0
56,12,1,10,0,0,0,0
56,12,1,9,0,0,0,0
56,12,1,8,0,0,0,0
56,12,1,7,0,0,0,0
56,12,1,6,0,0,0,0
56,12,1,5,0,0,0,0
56,12,1,4,0,0,0,0
56,12,1,3,0,0,0,0
56,12,1,2,0,0,0,0
56,12,1,1,0,0,0,0
57,12,1,28,0,0,0,0
57,12,1,27,0,0,0,0
57,12,1,26,0,0,0,0
57,12,1,25,0,0,0,0
57,12,1,24,0,0,0,0
57,12,1,23,0,0,0,0
57,12,1,22,0,0,0,0
57,12,1,21,0,0,0,0
57,12,1,20,0,0,0,0
57,12,1,19,0,0,0,0
57,12,1,18,0,0,0,0
57,12,1,17,0,0,0,0
57,12,1,16,0,0,0,0
57,12,1,15,0,0,0,0
57,12,1,14,0,0,0,0
57,12,1,13,0,0,0,0
57,12,1,12,0,0,0,0
57,12,1,11,0,0,0,0
57,12,1,10,0,0,0,0
57,12,1,9,0,0,0,0
57,12,1,8,0,0,0,0
57,12,1,7,0,0,0,0
57,12,1,6,0,0,0,0
57,12,1,5,0,0,0,0
57,12,1,4,0,0,0,0
57,12,1,3,0,0,0,0
57,12,1,2,0,0,0,0
57,12,1,1,0,0,0,0
58,12,1,28,0,0,0,0
58,12,1,27,0,0,0,0
58,12,1,26,0,0,0,0
58,12,1,25,0,0,0,0
58,12,1,24,0,0,0,0
58,12,1,23,0,0,0,0
58,12,1,22,0,0,0,0
58,12,1,21,0,0,0,0
58,12,1,20,0,0,0,0
58,12,1,19,0,0,0,0
58,12,1,18,0,0,0,0
58,12,1,17,0,0,0,0
58,12,1,16,0,0,0,0
58,12,1,15,0,0,0,0
58,12,1,14,0,0,0,0
58,12,1,13,0,0,0,0
58,12,1,12,0,0,0,0
58,12,1,11,0,0,0,0
58,12,1,10,0,0,0,0
58,12,1,9,0,0,0,0
58,12,1,8,0,0,0,0
58,12,1,7,0,0,0,0
58,12,1,6,0,0,0,0
58,12,1,5,0,0,0,0
58,12,1,4,0,0,0,0
58,12,1,3,0,0,0,0
58,12,1,2,0,0,0,0
58,12,1,1,0,0,0,0
59,12,1,28,1,543,25,37
59,12,1,27,1,549,25,37
59,12,1,26,1,517,24,35
59,12,1,25,1,519,24,37
59,12,1,24,1,524,25,39
59,12,1,23,1,535,25,37
59,12,1,22,1,556,26,40
59,12,1,21,1,561,27,40
59,12,1,20,1,569,27,41
59,12,1,19,1,583,28,42
59,12,1,18,1,588,28,39
59,12,1,17,1,585,28,40
59,12,1,16,1,583,27,40
59,12,1,15,1,594,27,39
59,12,1,14,1,609,27,40
59,12,1,13,1,603,27,40
59,12,1,12,1,526,22,34
59,12,1,11,1,542,22,35
59,12,1,10,1,568,23,35
59,12,1,9,1,553,23,34
59,12,1,8,1,555,23,34
59,12,1,7,1,518,21,31
59,12,1,6,1,469,19,35
59,12,1,5,1,407,17,22
59,12,1,4,1,367,16,21
59,12,1,3,1,314,14,19
59,12,1,2,1,319,14,18
59,12,1,1,1,282,13,18
60,12,1,28,1,494,22,40
60,12,1,27,1,484,21,38
60,12,1,26,1,482,20,37
60,12,1,25,1,490,24,38
60,12,1,24,1,489,22,37
60,12,1,23,1,487,22,37
60,12,1,22,1,510,23,37
60,12,1,21,1,485,24,37
60,12,1,20,1,517,26,39
60,12,1,19,1,525,26,38
60,12,1,18,1,563,27,43
60,12,1,17,1,555,27,45
60,12,1,16,1,576,27,45
60,12,1,15,1,594,27,44
60,12,1,14,1,616,29,45
60,12,1,13,1,601,27,39
60,12,1,12,1,616,25,37
60,12,1,11,1,653,25,38
60,12,1,10,1,664,26,39
60,12,1,9,1,715,28,41
60,12,1,8,1,792,30,43
60,12,1,7,1,833,32,46
60,12,1,6,1,873,36,51
60,12,1,5,1,934,38,54
60,12,1,4,1,969,38,52
60,12,1,3,1,955,35,46
60,12,1,2,1,968,35,46
60,12,1,1,1,938,34,45
61,12,1,28,1,135,9,15
61,12,1,27,1,135,9,15
61,12,1,26,1,143,9,15
61,12,1,25,1,144,9,13
61,12,1,24,1,138,9,12
61,12,1,23,1,135,9,12
61,12,1,22,1,123,9,13
61,12,1,21,1,124,9,13
61,12,1,20,1,127,9,13
61,12,1,19,1,137,9,13
61,12,1,18,1,134,10,12
61,12,1,17,1,139,9,13
61,12,1,16,1,142,9,14
61,12,1,15,1,152,9,14
61,12,1,14,1,163,9,13
61,12,1,13,1,176,9,13
61,12,1,12,1,176,9,13
61,12,1,11,1,181,9,13
61,12,1,10,1,184,9,13
61,12,1,9,1,182,9,14
61,12,1,8,1,186,9,13
61,12,1,7,1,193,10,14
61,12,1,6,1,192,9,14
61,12,1,5,1,188,9,13
61,12,1,4,1,183,9,13
61,12,1,3,1,174,9,13
61,12,1,2,1,165,8,11
61,12,1,1,1,159,8,12
62,12,1,28,0,0,0,0
62,12,1,27,0,0,0,0
62,12,1,26,0,0,0,0
62,12,1,25,0,0,0,0
62,12,1,24,0,0,0,0
62,12,1,23,0,0,0,0
62,12,1,22,0,0,0,0
62,12,1,21,0,0,0,0
62,12,1,20,0,0,0,0
62,12,1,19,0,0,0,0
62,12,1,18,0,0,0,0
62,12,1,17,0,0,0,0
62,12,1,16,0,0,0,0
62,12,1,15,0,0,0,0
62,12,1,14,0,0,0,0
62,12,1,13,0,0,0,0
62,12,1,12,0,0,0,0
62,12,1,11,0,0,0,0
62,12,1,10,0,0,0,0
62,12,1,9,0,0,0,0
62,12,1,8,0,0,0,0
62,12,1,7,0,0,0,0
62,12,1,6,0,0,0,0
62,12,1,5,0,0,0,0
62,12,1,4,0,0,0,0
62,12,1,3,0,0,0,0
62,12,1,2,0,0,0,0
62,12,1,1,0,0,0,0
63,12,1,28,1,301,15,22
63,12,1,27,1,313,15,23
63,12,1,26,1,279,15,23
63,12,1,25,1,292,16,24
63,12,1,24,1,299,17,23
63,12,1,23,1,299,17,24
63,12,1,22,1,294,16,23
63,12,1,21,1,297,16,23
63,12,1,20,1,306,16,23
63,12,1,19,1,312,16,24
63,12,1,18,1,311,16,22
63,12,1,17,1,315,16,23
63,12,1,16,1,316,16,23
63,12,1,15,1,319,16,23
63,12,1,14,1,315,16,22
63,12,1,13,1,331,17,24
63,12,1,12,1,335,17,24
63,12,1,11,1,330,16,23
63,12,1,10,1,343,17,23
63,12,1,9,1,359,17,20
63,12,1,8,1,378,18,28
63,12,1,7,1,379,18,31
63,12,1,6,1,386,18,29
63,12,1,5,1,388,18,26
63,12,1,4,1,400,18,25
63,12,1,3,1,357,16,22
63,12,1,2,1,366,17,23
63,12,1,1,1,448,17,25
3,11,1,28,1,25,2,3
3,11,1,27,1,26,2,4
3,11,1,26,1,21,2,4
3,11,1,25,1,26,2,3
3,11,1,24,0,0,0,0
3,11,1,23,0,0,0,0
3,11,1,22,0,0,0,0
3,11,1,21,0,0,0,0
3,11,1,20,0,0,0,0
3,11,1,19,0,0,0,0
3,11,1,18,0,0,0,0
3,11,1,17,0,0,0,0
3,11,1,16,0,0,0,0
3,11,1,15,0,0,0,0
3,11,1,14,0,0,0,0
3,11,1,13,0,0,0,0
3,11,1,12,0,0,0,0
3,11,1,11,0,0,0,0
3,11,1,10,1,21,2,3
3,11,1,9,1,19,2,2
3,11,1,8,1,12,1,2
3,11,1,7,1,25,2,3
3,11,1,6,1,23,2,3
3,11,1,5,1,34,4,3
3,11,1,4,1,44,4,4
3,11,1,3,1,35,3,4
3,11,1,2,1,37,3,4
3,11,1,1,1,33,3,3
8,11,1,28,1,34,2,4
8,11,1,27,1,33,2,4
8,11,1,26,1,30,2,4
8,11,1,25,1,30,2,4
8,11,1,24,1,30,2,4
8,11,1,23,1,27,2,4
8,11,1,22,1,29,2,3
8,11,1,21,1,30,2,3
8,11,1,20,1,33,2,3
8,11,1,19,1,29,2,3
8,11,1,18,1,26,2,3
8,11,1,17,1,29,2,3
8,11,1,16,1,33,2,3
8,11,1,15,1,38,3,4
8,11,1,14,1,46,3,4
8,11,1,13,1,40,3,4
8,11,1,12,1,38,3,5
8,11,1,11,1,44,3,4
8,11,1,10,1,38,2,3
8,11,1,9,1,45,3,3
8,11,1,8,1,50,3,4
8,11,1,7,1,51,4,6
8,11,1,6,1,60,4,5
8,11,1,5,1,57,4,5
8,11,1,4,1,53,4,5
8,11,1,3,1,52,4,5
8,11,1,2,1,51,4,5
8,11,1,1,1,50,4,5
15,11,1,28,0,0,0,0
15,11,1,27,0,0,0,0
15,11,1,26,0,0,0,0
15,11,1,25,0,0,0,0
15,11,1,24,0,0,0,0
15,11,1,23,0,0,0,0
15,11,1,22,0,0,0,0
15,11,1,21,0,0,0,0
15,11,1,20,0,0,0,0
15,11,1,19,0,0,0,0
15,11,1,18,0,0,0,0
15,11,1,17,1,13,2,4
15,11,1,16,1,15,2,4
15,11,1,15,1,21,2,4
15,11,1,14,1,23,2,4
15,11,1,13,1,18,2,4
15,11,1,12,1,15,2,4
15,11,1,11,1,18,2,4
15,11,1,10,1,21,2,4
15,11,1,9,1,21,2,2
15,11,1,8,1,25,2,3
15,11,1,7,1,23,2,3
15,11,1,6,1,23,2,3
15,11,1,5,1,22,2,2
15,11,1,4,1,25,2,2
15,11,1,3,1,26,2,2
15,11,1,2,1,33,3,5
15,11,1,1,1,37,4,3
18,11,1,28,1,54,4,7
18,11,1,27,1,48,4,8
18,11,1,26,1,54,4,8
18,11,1,25,1,55,4,7
18,11,1,24,1,56,4,5
18,11,1,23,1,58,4,6
18,11,1,22,1,49,4,6
18,11,1,21,1,44,4,7
18,11,1,20,1,45,4,6
18,11,1,19,1,45,4,6
18,11,1,18,1,48,4,6
18,11,1,17,1,56,4,6
18,11,1,16,1,53,4,7
18,11,1,15,1,55,4,7
18,11,1,14,1,56,4,6
18,11,1,13,1,56,4,6
18,11,1,12,1,54,4,6
18,11,1,11,1,47,4,6
18,11,1,10,1,45,4,6
18,11,1,9,1,47,4,4
18,11,1,8,1,46,4,5
18,11,1,7,1,48,4,6
18,11,1,6,1,51,4,5
18,11,1,5,1,50,4,5
18,11,1,4,1,51,4,5
18,11,1,3,1,46,4,5
18,11,1,2,1,55,4,5
18,11,1,1,1,57,4,5
19,11,1,28,0,0,0,0
19,11,1,27,0,0,0,0
19,11,1,26,0,0,0,0
19,11,1,25,0,0,0,0
19,11,1,24,0,0,0,0
19,11,1,23,0,0,0,0
19,11,1,22,0,0,0,0
19,11,1,21,0,0,0,0
19,11,1,20,0,0,0,0
19,11,1,19,0,0,0,0
19,11,1,18,0,0,0,0
19,11,1,17,0,0,0,0
19,11,1,16,0,0,0,0
19,11,1,15,0,0,0,0
19,11,1,14,0,0,0,0
19,11,1,13,0,0,0,0
19,11,1,12,0,0,0,0
19,11,1,11,0,0,0,0
19,11,1,10,1,14,2,4
19,11,1,9,1,17,2,2
19,11,1,8,1,18,2,3
19,11,1,7,1,21,2,3
19,11,1,6,1,23,2,4
19,11,1,5,1,21,2,4
19,11,1,4,1,28,2,3
19,11,1,3,1,28,2,3
19,11,1,2,1,34,3,4
19,11,1,1,0,0,0,0
4,11,1,28,0,0,0,0
4,11,1,27,0,0,0,0
4,11,1,26,0,0,0,0
4,11,1,25,0,0,0,0
4,11,1,24,0,0,0,0
4,11,1,23,0,0,0,0
4,11,1,22,0,0,0,0
4,11,1,21,0,0,0,0
4,11,1,20,0,0,0,0
4,11,1,19,0,0,0,0
4,11,1,18,0,0,0,0
